Sequential,Short,Long,DataPackfile,Profiletable,Columnheadingdescriptioninprofile
G7701,M_Tot_ADF_ev_ser_25_34,MALES_Has_served_in_the_Australian_Defence_Force_Total_Australian_Defence_Force_ever_served_Age_25_34_years,G22,G22,Age: 25-34 years|MALES
G7702,M_Tot_ADF_ev_ser_35_44,MALES_Has_served_in_the_Australian_Defence_Force_Total_Australian_Defence_Force_ever_served_Age_35_44_years,G22,G22,Age: 35-44 years|MALES
G7703,M_Tot_ADF_ev_ser_45_54,MALES_Has_served_in_the_Australian_Defence_Force_Total_Australian_Defence_Force_ever_served_Age_45_54_years,G22,G22,Age: 45-54 years|MALES
G7704,M_Tot_ADF_ev_ser_55_64,MALES_Has_served_in_the_Australian_Defence_Force_Total_Australian_Defence_Force_ever_served_Age_55_64_years,G22,G22,Age: 55-64 years|MALES
G7705,M_Tot_ADF_ev_ser_65_74,MALES_Has_served_in_the_Australian_Defence_Force_Total_Australian_Defence_Force_ever_served_Age_65_74_years,G22,G22,Age: 65-74 years|MALES
G7706,M_Tot_ADF_ev_ser_75_84,MALES_Has_served_in_the_Australian_Defence_Force_Total_Australian_Defence_Force_ever_served_Age_75_84_years,G22,G22,Age: 75-84 years|MALES
G7707,M_Tot_ADF_ev_ser_85_ov,MALES_Has_served_in_the_Australian_Defence_Force_Total_Australian_Defence_Force_ever_served_Age_85_years_and_over,G22,G22,Age: 85 years and over|MALES
G7708,M_Tot_ADF_ev_ser_Tot,MALES_Has_served_in_the_Australian_Defence_Force_Age_Total_Australian_Defence_Force_ever_served_Age_Total,G22,G22,Age: Total|MALES
G7709,M_never_served_15_24,MALES_Has_never_served_Age_15_24_years,G22,G22,Age: 15-24 years|MALES
G7710,M_never_served_25_34,MALES_Has_never_served_Age_25_34_years,G22,G22,Age: 25-34 years|MALES
G7711,M_never_served_35_44,MALES_Has_never_served_Age_35_44_years,G22,G22,Age: 35-44 years|MALES
G7712,M_never_served_45_54,MALES_Has_never_served_Age_45_54_years,G22,G22,Age: 45-54 years|MALES
G7713,M_never_served_55_64,MALES_Has_never_served_Age_55_64_years,G22,G22,Age: 55-64 years|MALES
G7714,M_never_served_65_74,MALES_Has_never_served_Age_65_74_years,G22,G22,Age: 65-74 years|MALES
G7715,M_never_served_75_84,MALES_Has_never_served_Age_75_84_years,G22,G22,Age: 75-84 years|MALES
G7716,M_never_served_85_ov,MALES_Has_never_served_Age_85_years_and_over,G22,G22,Age: 85 years and over|MALES
G7717,M_never_served_Tot,MALES_Has_never_served_Age_Total,G22,G22,Age: Total|MALES
G7718,M_NS_15_24,MALES_Not_stated_Age_15_24_years,G22,G22,Age: 15-24 years|MALES
G7719,M_NS_25_34,MALES_Not_stated_Age_25_34_years,G22,G22,Age: 25-34 years|MALES
G7720,M_NS_35_44,MALES_Not_stated_Age_35_44_years,G22,G22,Age: 35-44 years|MALES
G7721,M_NS_45_54,MALES_Not_stated_Age_45_54_years,G22,G22,Age: 45-54 years|MALES
G7722,M_NS_55_64,MALES_Not_stated_Age_55_64_years,G22,G22,Age: 55-64 years|MALES
G7723,M_NS_65_74,MALES_Not_stated_Age_65_74_years,G22,G22,Age: 65-74 years|MALES
G7724,M_NS_75_84,MALES_Not_stated_Age_75_84_years,G22,G22,Age: 75-84 years|MALES
G7725,M_NS_85_ov,MALES_Not_stated_Age_85_years_and_over,G22,G22,Age: 85 years and over|MALES
G7726,M_NS_Tot,MALES_Not_stated_Age_Total,G22,G22,Age: Total|MALES
G7727,M_Tot_15_24,MALES_Total_Age_15_24_years,G22,G22,Age: 15-24 years|MALES
G7728,M_Tot_25_34,MALES_Total_Age_25_34_years,G22,G22,Age: 25-34 years|MALES
G7729,M_Tot_35_44,MALES_Total_Age_35_44_years,G22,G22,Age: 35-44 years|MALES
G7730,M_Tot_45_54,MALES_Total_Age_45_54_years,G22,G22,Age: 45-54 years|MALES
G7731,M_Tot_55_64,MALES_Total_Age_55_64_years,G22,G22,Age: 55-64 years|MALES
G7732,M_Tot_65_74,MALES_Total_Age_65_74_years,G22,G22,Age: 65-74 years|MALES
G7733,M_Tot_75_84,MALES_Total_Age_75_84_years,G22,G22,Age: 75-84 years|MALES
G7734,M_Tot_85_ov,MALES_Total_Age_85_years_and_over,G22,G22,Age: 85 years and over|MALES
G7735,M_Tot_Tot,MALES_Total_Age_Total,G22,G22,Age: Total|MALES
G7736,F_Current_ADF_Regular_15_24,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_15_24_years,G22,G22,Age: 15-24 years|FEMALES
G7737,F_Current_ADF_Regular_25_34,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_25_34_years,G22,G22,Age: 25-34 years|FEMALES
G7738,F_Current_ADF_Regular_35_44,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_35_44_years,G22,G22,Age: 35-44 years|FEMALES
G7739,F_Current_ADF_Regular_45_54,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_45_54_years,G22,G22,Age: 45-54 years|FEMALES
G7740,F_Current_ADF_Regular_55_64,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_55_64_years,G22,G22,Age: 55-64 years|FEMALES
G7741,F_Current_ADF_Regular_65_74,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_65_74_years,G22,G22,Age: 65-74 years|FEMALES
G7742,F_Current_ADF_Regular_75_84,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_75_84_years,G22,G22,Age: 75-84 years|FEMALES
G7743,F_Current_ADF_Regular_85_ov,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_85_years_and_over,G22,G22,Age: 85 years and over|FEMALES
G7744,F_Current_ADF_Regular_Tot,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_Total,G22,G22,Age: Total|FEMALES
G7745,F_Current_ADF_Reserves_15_24,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_15_24_years,G22,G22,Age: 15-24 years|FEMALES
G7746,F_Current_ADF_Reserves_25_34,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_25_34_years,G22,G22,Age: 25-34 years|FEMALES
G7747,F_Current_ADF_Reserves_35_44,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_35_44_years,G22,G22,Age: 35-44 years|FEMALES
G7748,F_Current_ADF_Reserves_45_54,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_45_54_years,G22,G22,Age: 45-54 years|FEMALES
G7749,F_Current_ADF_Reserves_55_64,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_55_64_years,G22,G22,Age: 55-64 years|FEMALES
G7750,F_Current_ADF_Reserves_65_74,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_65_74_years,G22,G22,Age: 65-74 years|FEMALES
G7751,F_Current_ADF_Reserves_75_84,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_75_84_years,G22,G22,Age: 75-84 years|FEMALES
G7752,F_Current_ADF_Reserves_85_ov,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_85_years_and_over,G22,G22,Age: 85 years and over|FEMALES
G7753,F_Current_ADF_Reserves_Tot,FEMALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_Total,G22,G22,Age: Total|FEMALES
G7754,F_Prev_ADF_Ncs_15_24,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_15_24_years,G22,G22,Age: 15-24 years|FEMALES
G7755,F_Prev_ADF_Ncs_25_34,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_25_34_years,G22,G22,Age: 25-34 years|FEMALES
G7756,F_Prev_ADF_Ncs_35_44,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_35_44_years,G22,G22,Age: 35-44 years|FEMALES
G7757,F_Prev_ADF_Ncs_45_54,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_45_54_years,G22,G22,Age: 45-54 years|FEMALES
G7758,F_Prev_ADF_Ncs_55_64,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_55_64_years,G22,G22,Age: 55-64 years|FEMALES
G7759,F_Prev_ADF_Ncs_65_74,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_65_74_years,G22,G22,Age: 65-74 years|FEMALES
G7760,F_Prev_ADF_Ncs_75_84,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_75_84_years,G22,G22,Age: 75-84 years|FEMALES
G7761,F_Prev_ADF_Ncs_85_ov,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_85_years_and_over,G22,G22,Age: 85 years and over|FEMALES
G7762,F_Prev_ADF_Ncs_Tot,FEMALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_Total,G22,G22,Age: Total|FEMALES
G7763,F_Tot_ADF_ev_ser_15_24,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_15_24_years,G22,G22,Age: 15-24 years|FEMALES
G7764,F_Tot_ADF_ev_ser_25_34,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_25_34_years,G22,G22,Age: 25-34 years|FEMALES
G7765,F_Tot_ADF_ev_ser_35_44,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_35_44_years,G22,G22,Age: 35-44 years|FEMALES
G7766,F_Tot_ADF_ev_ser_45_54,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_45_54_years,G22,G22,Age: 45-54 years|FEMALES
G7767,F_Tot_ADF_ev_ser_55_64,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_55_64_years,G22,G22,Age: 55-64 years|FEMALES
G7768,F_Tot_ADF_ev_ser_65_74,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_65_74_years,G22,G22,Age: 65-74 years|FEMALES
G7769,F_Tot_ADF_ev_ser_75_84,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_75_84_years,G22,G22,Age: 75-84 years|FEMALES
G7770,F_Tot_ADF_ev_ser_85_ov,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_85_years_and_over,G22,G22,Age: 85 years and over|FEMALES
G7771,F_Tot_ADF_ev_ser_Tot,FEMALES_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Age_Total,G22,G22,Age: Total|FEMALES
G7772,F_never_served_15_24,FEMALES_Has_never_served_Age_15_24_years,G22,G22,Age: 15-24 years|FEMALES
G7773,F_never_served_25_34,FEMALES_Has_never_served_Age_25_34_years,G22,G22,Age: 25-34 years|FEMALES
G7774,F_never_served_35_44,FEMALES_Has_never_served_Age_35_44_years,G22,G22,Age: 35-44 years|FEMALES
G7775,F_never_served_45_54,FEMALES_Has_never_served_Age_45_54_years,G22,G22,Age: 45-54 years|FEMALES
G7776,F_never_served_55_64,FEMALES_Has_never_served_Age_55_64_years,G22,G22,Age: 55-64 years|FEMALES
G7777,F_never_served_65_74,FEMALES_Has_never_served_Age_65_74_years,G22,G22,Age: 65-74 years|FEMALES
G7778,F_never_served_75_84,FEMALES_Has_never_served_Age_75_84_years,G22,G22,Age: 75-84 years|FEMALES
G7779,F_never_served_85_ov,FEMALES_Has_never_served_Age_85_years_and_over,G22,G22,Age: 85 years and over|FEMALES
G7780,F_never_served_Tot,FEMALES_Has_never_served_Age_Total,G22,G22,Age: Total|FEMALES
G7781,F_NS_15_24,FEMALES_Not_stated_Age_15_24_years,G22,G22,Age: 15-24 years|FEMALES
G7782,F_NS_25_34,FEMALES_Not_stated_Age_25_34_years,G22,G22,Age: 25-34 years|FEMALES
G7783,F_NS_35_44,FEMALES_Not_stated_Age_35_44_years,G22,G22,Age: 35-44 years|FEMALES
G7784,F_NS_45_54,FEMALES_Not_stated_Age_45_54_years,G22,G22,Age: 45-54 years|FEMALES
G7785,F_NS_55_64,FEMALES_Not_stated_Age_55_64_years,G22,G22,Age: 55-64 years|FEMALES
G7786,F_NS_65_74,FEMALES_Not_stated_Age_65_74_years,G22,G22,Age: 65-74 years|FEMALES
G7787,F_NS_75_84,FEMALES_Not_stated_Age_75_84_years,G22,G22,Age: 75-84 years|FEMALES
G7788,F_NS_85_ov,FEMALES_Not_stated_Age_85_years_and_over,G22,G22,Age: 85 years and over|FEMALES
G7789,F_NS_Tot,FEMALES_Not_stated_Age_Total,G22,G22,Age: Total|FEMALES
G7790,F_Tot_15_24,FEMALES_Total_Age_15_24_years,G22,G22,Age: 15-24 years|FEMALES
G7791,F_Tot_25_34,FEMALES_Total_Age_25_34_years,G22,G22,Age: 25-34 years|FEMALES
G7792,F_Tot_35_44,FEMALES_Total_Age_35_44_years,G22,G22,Age: 35-44 years|FEMALES
G7793,F_Tot_45_54,FEMALES_Total_Age_45_54_years,G22,G22,Age: 45-54 years|FEMALES
G7794,F_Tot_55_64,FEMALES_Total_Age_55_64_years,G22,G22,Age: 55-64 years|FEMALES
G7795,F_Tot_65_74,FEMALES_Total_Age_65_74_years,G22,G22,Age: 65-74 years|FEMALES
G7796,F_Tot_75_84,FEMALES_Total_Age_75_84_years,G22,G22,Age: 75-84 years|FEMALES
G7797,F_Tot_85_ov,FEMALES_Total_Age_85_years_and_over,G22,G22,Age: 85 years and over|FEMALES
G7798,F_Tot_Tot,FEMALES_Total_Age_Total,G22,G22,Age: Total|FEMALES
G7799,P_Current_ADF_Regular_15_24,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_15_24_years,G22,G22,Age: 15-24 years|PERSONS
G7800,P_Current_ADF_Regular_25_34,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_25_34_years,G22,G22,Age: 25-34 years|PERSONS
G7801,P_Current_ADF_Regular_35_44,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_35_44_years,G22,G22,Age: 35-44 years|PERSONS
G7802,P_Current_ADF_Regular_45_54,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_45_54_years,G22,G22,Age: 45-54 years|PERSONS
G7803,P_Current_ADF_Regular_55_64,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_55_64_years,G22,G22,Age: 55-64 years|PERSONS
G7804,P_Current_ADF_Regular_65_74,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_65_74_years,G22,G22,Age: 65-74 years|PERSONS
G7805,P_Current_ADF_Regular_75_84,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_75_84_years,G22,G22,Age: 75-84 years|PERSONS
G7806,P_Current_ADF_Regular_85_ov,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_85_years_and_over,G22,G22,Age: 85 years and over|PERSONS
G7807,P_Current_ADF_Regular_Tot,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_Total,G22,G22,Age: Total|PERSONS
G7808,P_Current_ADF_Reserves_15_24,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_15_24_years,G22,G22,Age: 15-24 years|PERSONS
G7809,P_Current_ADF_Reserves_25_34,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_25_34_years,G22,G22,Age: 25-34 years|PERSONS
G7810,P_Current_ADF_Reserves_35_44,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_35_44_years,G22,G22,Age: 35-44 years|PERSONS
G7811,P_Current_ADF_Reserves_45_54,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_45_54_years,G22,G22,Age: 45-54 years|PERSONS
G7812,P_Current_ADF_Reserves_55_64,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_55_64_years,G22,G22,Age: 55-64 years|PERSONS
G7813,P_Current_ADF_Reserves_65_74,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_65_74_years,G22,G22,Age: 65-74 years|PERSONS
G7814,P_Current_ADF_Reserves_75_84,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_75_84_years,G22,G22,Age: 75-84 years|PERSONS
G7815,P_Current_ADF_Reserves_85_ov,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_85_years_and_over,G22,G22,Age: 85 years and over|PERSONS
G7816,P_Current_ADF_Reserves_Tot,PERSONS_Has_served_in_the_Australian_Defence_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_Total,G22,G22,Age: Total|PERSONS
G7817,P_Prev_ADF_Ncs_15_24,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_and_not_currently_serving_Age_15_24_years,G22,G22,Age: 15-24 years|PERSONS
G7818,P_Prev_ADF_Ncs_25_34,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_and_not_currently_serving_Age_25_34_years,G22,G22,Age: 25-34 years|PERSONS
G7819,P_Prev_ADF_Ncs_35_44,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_and_not_currently_serving_Age_35_44_years,G22,G22,Age: 35-44 years|PERSONS
G7820,P_Prev_ADF_Ncs_45_54,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_and_not_currently_serving_Age_45_54_years,G22,G22,Age: 45-54 years|PERSONS
G7821,P_Prev_ADF_Ncs_55_64,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_and_not_currently_serving_Age_55_64_years,G22,G22,Age: 55-64 years|PERSONS
G7822,P_Prev_ADF_Ncs_65_74,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_and_not_currently_serving_Age_65_74_years,G22,G22,Age: 65-74 years|PERSONS
G7823,P_Prev_ADF_Ncs_75_84,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_and_not_currently_serving_Age_75_84_years,G22,G22,Age: 75-84 years|PERSONS
G7824,P_Prev_ADF_Ncs_85_ov,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_and_not_currently_serving_Age_85_years_and_over,G22,G22,Age: 85 years and over|PERSONS
G7825,P_Prev_ADF_Ncs_Tot,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_in_the_Australian_Defence_Force_not_currently_serving_Age_Total,G22,G22,Age: Total|PERSONS
G7826,P_Tot_ADF_ev_ser_15_24,PERSONS_Has_served_in_the_Australian_Defence_Total_ever_served_Age_15_24_years,G22,G22,Age: 15-24 years|PERSONS
G7827,P_Tot_ADF_ev_ser_25_34,PERSONS_Has_served_in_the_Australian_Defence_Total_ever_served_Age_25_34_years,G22,G22,Age: 25-34 years|PERSONS
G7828,P_Tot_ADF_ev_ser_35_44,PERSONS_Has_served_in_the_Australian_Defence_Total_ever_served_Age_35_44_years,G22,G22,Age: 35-44 years|PERSONS
